"5";"Exérèse du thymus vestigial, par thoracotomie"
"QZNP001";"Séance de destruction de lésion cutanée sur moins de 30 cm2, par laser vasculaire ou par lampe flash"
"QZNP002";"Séance de destruction de lésion cutanée sur 100 cm2 à 200 cm2, par laser vasculaire ou par lampe flash"
"QZNP003";"Destruction de lésion cutanée sur 5 cm2 à 20 cm2, par laser CO2 impulsionnel ou scanérisé, ou par laser erbium Yag"
"QZNP004";"Séance de destruction de moins de 10 lésions cutanées superficielles, par agent chimique ou par cryothérapie de contact, en dehors du visage"
"QZNP007";"Destruction de lésion cutanée sur plus de 100 cm2, par laser CO2 impulsionnel"
"QZNP009";"Séance de destruction de lésion cutanée sur 350 cm2 à 500 cm2, par laser vasculaire ou par lampe flash"
"QZNP010";"Séance de destruction de lésion cutanée pigmentaire sur plus de 100 cm2, par laser cristal commuté [Q-switched] ou par lampe flash"
"QZNP012";"Séance de destruction de 10 à 50 lésions cutanées superficielles, par agent chimique ou par cryothérapie de contact, en dehors du visage"
"QZNP013";"Séance de destruction de 1 à 5 lésions cutanées superficielles, par électrocoagulation"
"QZNP015";"Séance de destruction de lésion cutanée sur 500 cm2 à 700 cm2, par laser vasculaire ou par lampe flash"
"QZNP017";"Séance de destruction de lésion cutanée sur plus de 700 cm2, par laser vasculaire ou par lampe flash"
"QZNP018";"Destruction de 10 lésions cutanées ou plus, par laser CO2 continu"
"QZNP019";"Séance de destruction de lésion cutanée sur 200 cm2 à 350 cm2, par laser vasculaire ou par lampe flash"
"QZNP020";"Destruction de lésion cutanée sur moins de 5 cm2, par laser CO2 impulsionnel ou scanérisé, ou par laser erbium Yag"
"QZNP021";"Séance de destruction de lésion cutanée sur 60 cm2 à 100 cm2, par laser vasculaire ou par lampe flash"
"QZNP023";"Séance de destruction de lésion cutanée pigmentaire sur moins de 30 cm2, par laser cristal commuté [Q-switched] ou par lampe flash"
"QZNP024";"Séance de destruction de lésion cutanée sur 30 cm2 à 60 cm2, par laser vasculaire ou par lampe flash"
"QZPA002";"Escarrotomie de décharge sur un site"
"QZPA004";"Section du pédicule d’un lambeau à distance"
"QZPA008";"Autonomisation d'un lambeau"
"QZQM001";"Échographie de la peau, des ongles et/ou des tissus mous"
"QZQP002";"Exploration photobiologique de base par recherche de la dose érythémale minimum [DEM] et phototest itératif"
"QZRP003";"Séance de photothérapie corporelle totale, par rayons ultraviolets A [UVA] ou ultraviolets B [UVB]"
"ZBGA001";"Ablation de corps étranger intrathoracique, par thoracotomie"
"ZBQA001";"Exploration du thorax avec biopsie du poumon, par thoracotomie"
"ZBQA002";"Exploration du thorax sans biopsie du poumon, par thoracotomie"
"ZBQA003";"Radiographie peropératoire du thorax et/ou de l'abdomen, sans injection de produit de contraste"
"ZBQC001";"Exploration du thorax sans biopsie du poumon, par thoracoscopie"
"ZBQC002";"Exploration du thorax avec biopsie du poumon, par thoracoscopie"
"ZBQH001";"Scanographie du thorax, avec injection intraveineuse de produit de contraste"
"ZBQJ001";"Remnographie [IRM] du thorax, avec injection intraveineuse de produit de contraste"
"ZBQK001";"Scanographie du thorax, sans injection intraveineuse de produit de contraste"
"ZBQK002";"Radiographie du thorax"
"ZBQK003";"Examen radiologique dynamique du thorax, pour étude de la fonction respiratoire et/ou cardiaque"
"ZBQM001";"Échographie transthoracique du médiastin, du poumon et /ou de la cavité pleurale"
"ZBQN001";"Remnographie [IRM] du thorax, sans injection intraveineuse de produit de contraste"
"ZCJA002";"Évacuation d'une collection intraabdominale, par laparotomie"
"ZCJC001";"Évacuation de collection intraabdominale, par coelioscopie ou rétropéritonéoscopie"
"ZCJD001";"Irrigation-drainage d'une fistule d'un viscère abdominal, par 24 heures"
"ZCQA001";"Exploration de la cavité abdominale, par laparotomie [Laparotomie exploratrice]"
"ZCQC001";"Exploration de la cavité abdominale par coelioscopie, avec hystéroscopie"
"ZCQC002";"Exploration de la cavité abdominale, par coelioscopie [Coelioscopie exploratrice]"
"ZCQD001";"Examen clinique du petit bassin [pelvis] et du périnée de la femme, sous anesthésie générale"
"ZCQH001";"Scanographie de l'abdomen et du petit bassin [pelvis], avec injection intraveineuse de produit de contraste"
"ZCQH002";"Scanographie de l'abdomen ou du petit bassin [pelvis], avec injection intraveineuse de produit de contraste"
"ZCQJ002";"Échographie-doppler du petit bassin [pelvis] de la femme, par voie rectale et/ou vaginale [par voie cavitaire]"
"ZCQJ003";"Échographie du petit bassin [pelvis] de la femme, par voie rectale et/ou vaginale [par voie cavitaire]"
"ZCQJ004";"Remnographie [IRM] de l'abdomen ou du petit bassin [pelvis], avec injection intraveineuse de produit de contraste"
"ZCQJ006";"Échographie transcutanée avec échographie par voie rectale et/ou vaginale [par voie cavitaire] du petit bassin [pelvis] de la femme"
"ZCQK001";"Pelvimétrie par radiographie"
"ZCQK002";"Radiographie de l'abdomen sans préparation"
"ZCQK004";"Scanographie de l'abdomen et du petit bassin [pelvis], sans injection intraveineuse de produit de contraste"
"ZCQK005";"Scanographie de l'abdomen ou du petit bassin [pelvis], sans injection intraveineuse de produit de contraste"
"ZCQM001";"Échographie transcutanée de l'abdomen, avec échographie-doppler des vaisseaux digestifs"
"ZCQM003";"Échographie transcutanée du petit bassin [pelvis] de la femme"
"ZCQM004";"Échographie transcutanée de l'étage supérieur de l'abdomen avec échographie-doppler des vaisseaux digestifs"
"ZCQM005";"Échographie transcutanée de l'abdomen, avec échographie transcutanée du petit bassin [pelvis]"
"ZCQM006";"Échographie transcutanée de l'étage supérieur de l'abdomen"
"ZCQM008";"Échographie transcutanée de l'abdomen"
"ZCQN002";"Remnographie [IRM] de l'abdomen ou du petit bassin [pelvis], sans injection intraveineuse de produit de contraste"
"ZDMP002";"Confection d'une orthèse non articulée brachioantébrachiale"
"ZDMP014";"Confection d'un appareil rigide d'immobilisation antébrachiopalmaire"
"ZDMP017";"Confection d'un appareil rigide d'immobilisation brachio-antébrachio-palmaire"
"ZEMP002";"Confection d'un appareil rigide d'immobilisation pelvi-bifémoral, pelvi-bijambier ou pelvi-bipédieux"
"ZEMP005";"Confection d'un appareil rigide d'immobilisation fémorojambier, fémoropédieux ou jambopédieux"
"ZEMP009";"Confection d'un appareil rigide d'immobilisation solidaire bifémorojambier ou bifémoropédieux"
"ZEMP010";"Confection d'un appareil rigide d'immobilisation pelvifémoral, pelvijambier ou pelvipédieux"
"ZZEP001";"Installation d'un nouveau-né en incubateur à la naissance, avec surveillance de la température, de la fréquence cardiaque, de la saturation en oxygène par mesure transcutanée [SpO2], de la glycémie capillaire et de la pression artérielle"
"ZZGA001";"Ablation d'un générateur de stimulation ou de défibrillation cardiaque implantable"
"ZZHA001";"Prélèvement peropératoire pour examen cytologique ou anatomopathologique extemporané"
"ZZHB002";"Biopsie d'une lésion superficielle, par voie transcutanée sans guidage"
"ZZHH003";"Biopsie d'un organe profond sur plusieurs cibles, par voie transcutanée avec guidage scanographique"
"ZZHH004";"Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage radiologique"
"ZZHH008";"Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage scanographique"
"ZZHJ004";"Ponction ou cytoponction d'un organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique"
"ZZHJ006";"Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage échographique"
"ZZHJ012";"Biopsie d'un organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique"
"ZZHJ015";"Ponction ou cytoponction d'un organe profond sur plusieurs cibles, par voie transcutanée avec guidage échographique"
"ZZJH002";"Évacuation d'une collection d'un organe profond, par voie transcutanée avec guidage radiologique"
"ZZJH003";"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage scanographique"
"ZZJH005";"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage scanographique"
"ZZJH006";"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage radiologique"
"ZZJH007";"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage radiologique"
"ZZJJ004";"Drainage de plusieurs collections d'un organe profond, par voie transcutanée avec guidage échographique"
"ZZJJ008";"Drainage d'une collection d'un organe profond, par voie transcutanée avec guidage échographique"
"ZZJJ013";"Évacuation d'une collection d'un organe profond, par voie transcutanée avec guidage échographique"
"ZZKA001";"Changement d'un générateur de défibrillation cardiaque implantable"
"ZZKA002";"Changement d'un générateur de stimulation cardiaque implantable"
"ZZLF001";"Séance d'administration d'un agent pharmacologique anticancéreux par un dispositif d'accès veineux implanté, d'une durée inférieure à 12 heures"
"ZZLF003";"Administration locorégionale d'agent pharmacologique anticancéreux par voie artérielle, avec CEC, sans hyperthermie"
"ZZLF012";"Anesthésie générale ou locorégionale chez un patient ASA1 ou ASA2, facultative au cours d'un acte diagnostique ou thérapeutique"
"ZZLF013";"Anesthésie générale ou locorégionale chez un patient ASA3 ou ASA4, facultative au cours d'un acte diagnostique ou thérapeutique"
"ZZLF014";"Anesthésie générale, facultative au cours d'une acte diagnostique ou thérapeutique sur la cavité orale"
"ZZMK002";"Simulation d'irradiation externe à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée"
"ZZMK006";"Préparation à une irradiation externe avec repérage par conformateur, dosimétrie bidimensionnelle sur 1 ou 2 coupes et simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée"
"ZZMK009";"Reconstruction tridimensionnelle des images acquises par scanographie"
"ZZMK010";"Préparation à une irradiation externe avec repérage par conformateur, dosimétrie bidimensionnelle sur au moins 3 coupes et simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée"
"ZZMK013";"Simulation d'irradiation externe à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée, avec fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame"
"ZZMN002";"Reconstruction tridimensionnelle des images acquises par remnographie [IRM]"
"ZZNA002";"Irradiation externe peropératoire en dose unique"
"ZZNL001";"Curiethérapie interstitielle superficielle à bas débit de dose sans projecteur de source, avec dosimétrie dans un plan"
"ZZNL012";"Curiethérapie interstitielle à bas débit de dose sans projecteur de source après mise en place de vecteur au cours d'une intervention chirurgicale, avec dosimétrie dans un plan"
"ZZNL027";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 5 MV et inférieure à 15 MV par 1 ou 2 faisceaux, sans utilisation de modificateur de faisceau"
"ZZNL028";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 5 MV et inférieure à 15 MV par 1 ou 2 faisceaux, avec utilisation de modificateur de faisceau"
"ZZNL030";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 5 MV et inférieure à 15 MV par 3 ou 4 faisceaux, sans utilisation de modificateur de faisceau"
"ZZNL035";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 5 MV et inférieure à 15 MV par 5 faisceaux ou plus, avec utilisation dynamique de collimateur multilame [modulation d'intensité]"
"ZZNL036";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 1 ou 2 faisceaux, sans utilisation de modificateur de faisceau"
"ZZNL037";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 1 ou 2 faisceaux, avec utilisation de modificateur de faisceau"
"ZZNL038";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 1 ou 2 faisceaux, avec utilisation dynamique de collimateur multilame [modulation d'intensité]"
"ZZNL039";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 3 ou 4 faisceaux, sans utilisation de modificateur de faisceau"
"ZZNL040";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 3 ou 4 faisceaux, avec utilisation de modificateur de faisceau"
"ZZNL043";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 5 faisceaux ou plus, avec utilisation de modificateur de faisceau"
"ZZNL044";"Séance d'irradiation externe par machine produisant des photons d'énergie égale ou supérieure à 15 MV par 5 faisceaux ou plus, avec utilisation dynamique de collimateur multilame [modulation d'intensité]"
"ZZQH002";"Radiographie d'une fistule [Fistulographie]"
"ZZQK002";"Radiographie au lit du patient, selon 1 ou 2 incidences"
"ZZQL003";"Scintigraphie du corps entier à l'iode 131"
"ZZQL005";"Recherche scintigraphique de tumeur par émetteur monophotonique non spécifique des tumeurs"
"ZZQL006";"Recherche d'un foyer infectieux ou inflammatoire par injection de polynucléaires marqués, sans séparation des lymphocytes"
"ZZQL007";"Tomoscintigraphie complémentaire d'une image planaire"
"ZZQL010";"Détection peropératoire de lésion par injection de produit radio-isotopique"
